DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
12-Mar-2026,EQ,"1,325.10","1,341.70","1,319.00","1,329.50","1,327.80","1,324.30","1,327.37","1,673.00","1,281.70",1405268,"1,86,53,08,392.40",65509
11-Mar-2026,EQ,"1,325.00","1,338.10","1,324.90","1,333.50","1,327.40","1,329.50","1,332.31","1,673.00","1,281.70",1268130,"1,68,95,37,868.40",56677
10-Mar-2026,EQ,"1,323.00","1,340.30","1,317.50","1,325.00","1,335.10","1,333.50","1,330.91","1,673.00","1,281.70",1050270,"1,39,78,19,963.80",50068
09-Mar-2026,EQ,"1,309.00","1,329.80","1,292.70","1,321.20","1,325.00","1,325.00","1,315.09","1,673.00","1,281.70",1674811,"2,20,25,26,793.00",65955
06-Mar-2026,EQ,"1,326.10","1,332.70","1,315.00","1,326.40","1,323.80","1,321.20","1,323.74","1,673.00","1,281.70",695774,"92,10,25,773.30",31127
05-Mar-2026,EQ,"1,314.90","1,332.10","1,314.90","1,313.20","1,327.50","1,326.40","1,323.05","1,673.00","1,281.70",1184085,"1,56,66,07,176.50",58140
04-Mar-2026,EQ,"1,348.20","1,348.90","1,311.00","1,351.60","1,313.00","1,313.20","1,324.42","1,673.00","1,281.70",1938762,"2,56,77,33,353.20",94697
02-Mar-2026,EQ,"1,313.00","1,354.50","1,313.00","1,348.20","1,351.00","1,351.60","1,341.45","1,673.00","1,281.70",1899674,"2,54,83,24,241.50",69800
27-Feb-2026,EQ,"1,353.00","1,356.90","1,338.50","1,358.10","1,346.00","1,348.20","1,346.64","1,673.00","1,281.70",2609711,"3,51,43,52,815.60",58836
26-Feb-2026,EQ,"1,352.80","1,364.90","1,343.30","1,346.10","1,358.00","1,358.10","1,352.99","1,673.00","1,281.70",2013877,"2,72,47,55,688.50",80916
25-Feb-2026,EQ,"1,326.70","1,349.00","1,326.70","1,326.70","1,345.00","1,346.10","1,341.42","1,673.00","1,281.70",1018377,"1,36,60,68,840.40",46940
24-Feb-2026,EQ,"1,326.00","1,338.50","1,316.50","1,326.50","1,330.10","1,326.70","1,326.56","1,673.00","1,281.70",2109672,"2,79,86,15,050.70",65981
23-Feb-2026,EQ,"1,335.90","1,335.90","1,308.80","1,341.10","1,327.00","1,326.50","1,324.42","1,673.00","1,281.70",2435610,"3,22,57,77,163.10",84599
